"b_pubid","b_sourceid","b_classname","b_batchid","b_credate","b_upddate","b_creator","b_updator","b_pendingactions","b_matchgrp","b_oldmatchgrp","b_xgrp","b_confirmationstatus","b_confscore","b_confscoretype","b_hassuggmerge","b_suggmergeid","b_suggmergeconfscore","b_suggmergeconfscoretype","b_suggmergemasterscount","id","b_oldsdpk","b_confirmedsdpk","first_name","last_name","phonetic_first_name","phonetic_last_name","normalized_first_name","normalized_last_name","nickname","member_id","date_of_birth","normalized_street","normalized_city","normalized_state","source_email","cleansed_email","valid_email_domain","source_phone","standardized_phone","phone_geocoding_data","value_status","person_type","mdm_id","effective_update_date","addstreet","addcity","addstate","addpostal_code","addcountry","melgeo_street","melgeo_locality","melgeo_postal_code","melgeo_admin_level1","melgeo_admin_lvl2","melgeo_country_long","melgeo_country_short","mellatitude","mellongitude","melstatus_code","googeo_street","googeo_locality","googeo_postal_code","googeo_admin_level1","googeo_admin_lvl2","googeo_country_long","googeo_country_short","goolatitude","goolongitude","goostatus_code","osmgeo_street","osmgeo_locality","osmgeo_postal_code","osmgeo_admin_level1","osmgeo_admin_lvl2","osmgeo_country_long","osmgeo_country_short","osmlatitude","osmlongitude","osmstatus_code","guess_gender"
CRM,"1363595",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,599,,,NOT_CONFIRMED,,,true,825,78,AVG_TRANS_MATCH_SCORE,2,10284,,,Nola,Girvan,NL,JRFN,nola,girvan,nola,,1980-04-10,"1620 PAONIA ST",COLORADO SPRINGS,COLORADO,nola@girvan.com,nola@girvan.com,"0","719-574-6245",(719) 574-6245,"Colorado Springs, CO",,PROSPECT,,2025-03-11 17:14:20.305,"1620 Paonia St",Colorado Springs,CO,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE
CRM,"1356510",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,593,,,NOT_CONFIRMED,,,,,,,,10374,,,Faye,Mcgrue,FY,MKKR,faye,mcgrue,faye,"568-12-1704",1983-06-13,"1120 20TH ST NW",WASHINGTON,DC,faye@mcgrue.com,faye@mcgrue.com,"0","202-962-9236",(202) 962-9236,Washington D.C.,NORMAL,CUSTOMER,,2025-03-11 17:14:19.711,"1120 20th St Nw",Washington,DC,"20038",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE
CRM,"1358759",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,595,,,NOT_CONFIRMED,,,,,,,,10375,,,Colton,Rave,KLTN,RF,colton,rave,colton,"674-15-6146",1973-01-19,"1644 N HONORE ST",CHICAGO,ILLINOIS,colton@rave.com,colton@rave.com,"1","773-486-5500",(773) 486-5500,"Chicago, IL",,PROSPECT,,2025-03-11 17:14:19.542,"1644 N Honore St",Chicago,IL,"80822",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE
CRM,"1359465",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,596,,,NOT_CONFIRMED,,,,,,,,10376,,,Leif,Defiguero,LF,TFKR,leif,defiguero,leif,"994-52-8898",1992-02-23,"4097 W RAMSEY ST",BANNING,CALIFORNIA,leif@defiguero.com,leif@defiguero.com,"0","951-849-6891",(951) 849-6891,"Banning, CA",,PROSPECT,,2025-03-11 17:14:20.064,"4097 W Ramsey St",Banning,CA,"62220",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE
CRM,"1373064",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,571,,,NOT_CONFIRMED,,,true,816,78,AVG_TRANS_MATCH_SCORE,6,10254,,,Mary-Ann,Markes,MRN,MRKS,mary-ann,markes,mary-ann,"218-33-0348",1993-11-18,"1200 SUMMER ST #-103",STAMFORD,CONNECTICUT,maryann@markes.com,maryann@markes.com,"1","203-967-5612",(203) 967-5612,"Stamford, CT",HIGH,CUSTOMER,,2025-03-11 17:14:20.218,"1200 Summer St #-103",Stamford,Connecticut,"06905",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN
CRM,"1370830",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,574,,,NOT_CONFIRMED,,,true,818,78,AVG_TRANS_MATCH_SCORE,5,10266,,,Jass,Ellerbusch,JS,ELRB,jass,ellerbusch,jass,,1991-12-11,"73 S HAMILTON AVE",DOYLESTOWN,PENNSYLVANIA,jass@ellerbusch.com,jass@ellerbusch.com,"1","215-348-5078",(215) 348-5078,"Doylestown, PA",,PROSPECT,,2025-03-11 17:14:19.874,"73 S Hamilton Ave",Doylestown,PA,"18901",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE
CRM,"1370125",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,574,,,NOT_CONFIRMED,,,true,818,78,AVG_TRANS_MATCH_SCORE,5,10267,,,Jasmine,Ellerbusch,JSMN,ELRB,jasmine,ellerbusch,jass,"585-96-9870",1991-12-11,"73 S HAMILTON AVE",DOYLESTOWN,PENNSYLVANIA,jass@ellerbusch.com,jass@ellerbusch.com,"1","215-348-5078",(215) 348-5078,"Doylestown, PA",,PROSPECT,,2025-03-11 17:14:19.861,"73 S Hamilton Ave",Doylestown,PA,"18901",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE
CRM,"1371322",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,613,,,NOT_CONFIRMED,,,true,826,78,AVG_TRANS_MATCH_SCORE,2,10285,,,DeShawn,Peters,TXN,PTRS,deshawn,peters,deshawn,"217-80-1993",1982-09-18,"125 NE 1ST AVE",OCALA,FLORIDA,d@pedrogo.com,d@pedrogo.com,"1","217-243-7667",(217) 243-7667,"Jacksonville, IL",NORMAL,CUSTOMER,,2025-03-11 17:14:19.602,"125 Ne 1st Ave",Ocala,FL,"34470",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE
CRM,"1369708",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,689,,,NOT_CONFIRMED,,,true,842,63,AVG_TRANS_MATCH_SCORE,6,10320,,,Toni,Mattos,TN,MTS,toni,mattos,toni,,1973-01-07,"6703 SHADOW CREEK TRAIL",MELBOURNE,FLORIDA,toni.mattos@tonimattos.com,toni.mattos@tonimattos.com,"0","321-727-6512",(321) 727-6512,Florida,HIGH,CUSTOMER,,2025-03-11 17:14:20.605,"6703 Shadow Creek Trail",Melbourne,FL,"32940",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE
CRM,"1370624",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,610,,,NOT_CONFIRMED,,,,,,,,10386,,,Dan,Lamoureux,TN,LMRK,dan,lamoureux,danny,"757-26-6745",1978-12-09,"810 W BRIDGE AVE",STREATOR,ILLINOIS,daniel@lamoureux.com,daniel@lamoureux.com,"1","815-672-0290",(815) 672-0290,"Streator, IL",NORMAL,CUSTOMER,,2025-03-11 17:14:19.570,"810 W Bridge Ave",Streator,IL,"61364",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE
CRM,"1370933",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,612,,,NOT_CONFIRMED,,,,,,,,10387,,,Tina,Maschak,TN,MSKK,tina,maschak,christina,"283-26-8698",1988-03-12,"210 N SAINT CLAIR AVE",DAYTON,OHIO,christina@maschak.com,christina@maschak.com,"1","937-222-7228",(937) 222-7228,"Dayton, OH",NORMAL,CUSTOMER,,2025-03-11 17:14:20.598,"210 N Saint Clair Ave",Dayton,OH,"45402",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE
CRM,"1372230",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,614,,,NOT_CONFIRMED,,,,,,,,10388,,,Jame,Okimoto,JM,OKMT,jame,okimoto,jame,"184-89-1643",1983-10-23,"210 S CARANCAHUA AVE",CORPUS CHRISTI,TEXAS,jame@okimoto.com,jame@okimoto.com,"1","361-889-6534",(361) 889-6534,"Corpus Christi, TX",,PROSPECT,,2025-03-11 17:14:19.851,"210 S Carancahua Ave",Corpus Christi,TX,"78401",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE
CRM,"1383060",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,571,,,NOT_CONFIRMED,,,true,816,78,AVG_TRANS_MATCH_SCORE,6,10255,,,Mary-ann,Markes,MRN,MRKS,mary-ann,markes,mary-ann,,1993-11-18,"1200 SUMMER ST",STAMFORD,CONNECTICUT,maryann@markes.com,maryann@markes.com,"1","203-967-5612",(203) 967-5612,"Stamford, CT",HIGH,CUSTOMER,,2025-03-11 17:14:20.230,"1200 Summer St",Stamford,CT,"06905",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN
CRM,"1376294",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,573,,,NOT_CONFIRMED,,,true,817,70,AVG_TRANS_MATCH_SCORE,6,10263,,,Ray,Amason,R,AMSN,ray,amason,raymond,"933-15-1090",1975-12-16,"3 DEPOT ST",WAPAKONETA,OHIO,rey@amason.com,rey@amason.com,"1",,,,HIGH,CUSTOMER,,2025-03-11 17:14:20.373,"3 Depot St",Wapakoneta,OH,"45665",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE
CRM,"1375249",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,622,,,NOT_CONFIRMED,,,true,827,78,AVG_TRANS_MATCH_SCORE,2,10287,,,Marquis,Barayuga,MRKS,BRYK,marquis,barayuga,marc,,1985-01-30,"2 ALLéE FLORIAN",TASSIN-LA-DEMI-LUNE,RHôNE,marquis@barayuga.com,marquis@barayuga.com,"1",+33 4 78 79 83 84,"04 78 79 83 84",France,NORMAL,CUSTOMER,,2025-03-11 17:14:20.209,"2 Allée Florian",Tassin-la-Demi-Lune,Rhône,"69160",France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN
CRM,"1380101",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,630,,,NOT_CONFIRMED,,,true,828,78,AVG_TRANS_MATCH_SCORE,2,10289,,,Sara,Johnson,SR,JNSN,sara,johnson,sara,"237-24-5099",1997-10-17,,SAN RAFAEL,CALIFORNIA,saraj@yahoo.com,saraj@yahoo.com,"1","415-472-3289",(415) 472-3289,"San Rafael, CA",NORMAL,CUSTOMER,,2025-03-11 17:14:20.444,,San Rafael,CA,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE
CRM,"1374473",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,621,,,NOT_CONFIRMED,,,,,,,,10394,,,Buster,Tukuafa,BSTR,TKF,buster,tukuafa,buster,"742-79-3759",1972-10-24,"822 BARONNE AVE",NEW ORLEANS,LOUISIANA,buster@tukuafa.com,buster@tukuafa.com,"0","504-522-0979",(504) 522-0979,"New Orleans, LA",,PROSPECT,,2025-03-11 17:14:19.430,"822 Baronne Ave",New Orleans,LA,"70113",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE
CRM,"1376534",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,624,,,NOT_CONFIRMED,,,,,,,,10395,,,Cortez,Derer,KRTS,TRR,cortez,derer,cortez,"951-85-1389",1976-12-21,"1415 N 32ND AVE",FORT SMITH,ARKANSAS,cortez@derer.com,cortez@derer.com,"1","479-785-7023",(479) 785-7023,"Fort Smith, AR",,PROSPECT,,2025-03-11 17:14:19.547,"1415 N 32nd Ave",Fort Smith,AR,"72904",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE
CRM,"1376827",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,625,,,NOT_CONFIRMED,,,,,,,,10396,,,Reginald,Kososky,RJNL,KSSK,reginald,kososky,reggie,"680-76-1657",1969-01-11,"600 S INDIAN HILL AVE",CLAREMONT,CALIFORNIA,reggie@kososky.com,reggie@kososky.com,"0","909-625-9884",(909) 625-9884,California,NORMAL,CUSTOMER,,2025-03-11 17:14:20.391,"600 S Indian Hill Ave",Claremont,CA,"91711",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE
CRM,"1376927",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,626,,,NOT_CONFIRMED,,,,,,,,10397,,,Lexi,Assante,LKS,ASNT,lexi,assante,lexi,"596-32-8212",1990-03-02,"484 LINCOLN AVE",MIDDLESEX,NEW JERSEY,alexis@assante.com,alexis@assante.com,"1","732-563-0191",(732) 563-0191,New Jersey,,PROSPECT,,2025-03-11 17:14:20.083,"484 Lincoln Ave",Middlesex,NJ,"08846",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE
CRM,"1377537",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,627,,,NOT_CONFIRMED,,,,,,,,10398,,,Mason,Shabazz,MSN,XBS,mason,shabazz,mason,"333-60-2356",1974-04-19,"89 E NATIONWIDE AVE",COLUMBUS,OHIO,mason@shabazz.com,mason@shabazz.com,"1","614-221-4018",(614) 221-4018,"Columbus, OH",HIGH,CUSTOMER,,2025-03-11 17:14:20.243,"89 E Nationwide Ave",Columbus,OH,"43215",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE
CRM,"1383590",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,576,,,NOT_CONFIRMED,,,true,819,78,AVG_TRANS_MATCH_SCORE,4,10272,,,John,Edelman,JN,ETLM,john,edelman,jack,"905-96-5314",1976-09-03,"591 REDWOOD HIGHWAY #1200",MILL VALLEY,CALIFORNIA,john@jedelman.com,john@jedelman.com,"1","415-381-9176",(415) 381-9176,"Mill Valley, CA",NORMAL,CUSTOMER,,2025-03-11 17:14:19.895,"591 Redwood Highway #1200",Mill Valley,California,"94941",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE
CRM,"1388087",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,622,,,NOT_CONFIRMED,,,true,827,78,AVG_TRANS_MATCH_SCORE,2,10288,,,Marquis,Barayuga,MRKS,BRYK,marquis,barayuga,marc,,1985-01-30,"2 ALLéE FLORIAN",TASSIN-LA-DEMI-LUNE,RHôNE,marquis@barayuga.com,marquis@barayuga.com,"1",+33 4 78 79 83 84,"04 78 79 83 84",France,,PROSPECT,,2025-03-11 17:14:20.213,"2 Allée Florian",Tassin-la-Demi-Lune,Rhône,"69160",France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN
CRM,"1385755",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,631,,,NOT_CONFIRMED,,,true,829,78,AVG_TRANS_MATCH_SCORE,2,10292,,,Emily,svec,EML,SFK,emily,svec,emmy,"621-78-4238",1991-09-04,"2222 W GRANDVIEW BLVD",ERIE,PENNSYLVANIA,emilie@svec.com,emilie@svec.com,"1","814-833-6073",(814) 833-6073,"Erie, PA",NORMAL,CUSTOMER,,2025-03-11 17:14:19.686,"2222 W Grandview Boulevard",Erie,Pennsylvania,"16506",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE
CRM,"1386237",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,646,,,NOT_CONFIRMED,,,true,832,78,AVG_TRANS_MATCH_SCORE,2,10298,,,Callie,Aldaba,KL,ALTB,callie,aldaba,callie,"212-33-8685",1972-04-03,"2151 RIVER PLAZA DR STE 105",SACRAMENTO,CALIFORNIA,callie@aldaba.com,callie@aldaba.com,"1","916-567-4449",(916) 567-4449,"Sacramento, CA",NORMAL,CUSTOMER,,2025-03-11 17:14:19.443,"2151 River Plaza Drive Suite 105",Sacramento,CA,"95833",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE
CRM,"1389553",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,651,,,NOT_CONFIRMED,,,true,833,78,AVG_TRANS_MATCH_SCORE,2,10300,,,Fran,Sahagun,FRN,SHKN,fran,sahagun,frannie,"407-16-8942",1972-07-22,"220 S 6TH ST",MINNEAPOLIS,MINNESOTA,francine@sahagun.com,francine@sahagun.com,"0","612-340-7052",(612) 340-7052,"Minneapolis, MN",NORMAL,CUSTOMER,,2025-03-11 17:14:19.731,"220 S 6th St",Minneapolis,MN,"55402",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE
CRM,"1384577",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,640,,,NOT_CONFIRMED,,,,,,,,10406,,,Roy,Averhart,R,AFRH,roy,averhart,roy,"516-19-2273",1973-02-17,"101 S SAN MATEO DR",SAN MATEO,CALIFORNIA,roy@averhart.com,roy@averhart.com,"0","650-342-2438",(650) 342-2438,"San Mateo, CA",NORMAL,CUSTOMER,,2025-03-11 17:14:20.427,"101 S San Mateo Dr.",San Mateo,CA,"94401",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE
CRM,"1384862",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,641,,,NOT_CONFIRMED,,,,,,,,10407,,,Eloisa,Schaedler,ELS,SKTL,eloisa,schaedler,eloisa,"829-19-3956",1977-11-17,"191 PEACHTREE ST NE",ATLANTA,GEORGIA,eloisa@schaedler.com,eloisa@schaedler.com,"1","404-818-6870",(404) 818-6870,Georgia,NORMAL,CUSTOMER,,2025-03-11 17:14:19.671,"191 Peachtree St Ne",Atlanta,GA,"30303",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE
CRM,"1385955",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,644,,,NOT_CONFIRMED,,,,,,,,10408,,,Cal,Taulman,KL,TLMN,cal,taulman,calvin,"736-12-9335",1984-03-31,PETROLEUM,WICHITA,KANSAS,caleb@taulman.com,caleb@taulman.com,"0","316-625-8492",(316) 625-8492,Kansas,NORMAL,CUSTOMER,,2025-03-11 17:14:19.436,Petroleum,Wichita,KS,"67202",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE
CRM,"1386206",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,645,,,NOT_CONFIRMED,,,,,,,,10409,,,Kelley,Taulman,KL,TLMN,kelley,taulman,kelley,"281-25-8641",1976-09-06,"1111 SUPERIOR AVE E",CLEVELAND,OHIO,kelley@taulman.com,kelley@taulman.com,"0","216-771-0715",(216) 771-0715,"Cleveland, OH",NORMAL,CUSTOMER,,2025-03-11 17:14:19.988,"1111 Superior Ave E",Cleveland,OH,"44114",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE
CRM,"1386547",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,647,,,NOT_CONFIRMED,,,,,,,,10410,,,Alyce,Mercury,ALS,MRKR,alyce,mercury,alyce,"395-24-5655",1973-08-29,"108 N COLUMBUS ST",ALEXANDRIA,VIRGINIA,alyce@mercury.com,alyce@mercury.com,"1","703-548-7115",(703) 548-7115,"Alexandria, VA",NORMAL,CUSTOMER,,2025-03-11 17:14:19.317,"108 N Columbus St",Alexandria,VA,"22314",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE
CRM,"1388210",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,649,,,NOT_CONFIRMED,,,,,,,,10411,,,Abe,Corbett,AB,KRBT,abe,corbett,abe,"505-79-3923",1986-10-06,"12 S 12TH ST",PHILADELPHIA,PENNSYLVANIA,abraham@corbett.com,abraham@corbett.com,"0","215-627-9067",(215) 627-9067,"Philadelphia, PA",,PROSPECT,,2025-03-11 17:14:19.276,"12 S 12th St",Philadelphia,PA,"19107",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE
CRM,"1392270",Person,86,2025-03-11 17:14:24.247,2025-03-11 17:20:13.194,semadmin,semadmin,NONE,859,,,NOT_CONFIRMED,,,,,,,,10418,10418,,Adele,Richardson,ATL,RXRT,adele,richardson,dell,"180-77-9038",1981-01-09,"15 PLEASANT AVE E",PARAMUS,NEW JERSEY,AdelaideMackson@gmail.com,adelaidemackson@gmail.com,"1","201-845-4885",(201) 845-4885,New Jersey,NORMAL,CUSTOMER,,2025-03-11 17:19:57.768,"15 Pleasant Ave E",Paramus,NJ,"07652",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE
CRM,"1391755",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,656,,,NOT_CONFIRMED,,,true,835,68,AVG_TRANS_MATCH_SCORE,4,10303,,,Ken,Robaina,KN,RBN,ken,robaina,kenneth,,1972-04-03,"1455 91ST AVE NE",MINNEAPOLIS,MINNESOTA,ken.robaina@gmail.com,ken.robaina@gmail.com,"1","763.780.4712",(763) 780-4712,Minnesota,HIGH,CUSTOMER,,2025-03-11 17:14:20.006,"1455 91st Ave Ne",Minneapolis,MN,"55449",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE
CRM,"1396755",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,656,,,NOT_CONFIRMED,,,true,835,68,AVG_TRANS_MATCH_SCORE,4,10304,,,Kenneth,Robaina,KN0,RBN,kenneth,robaina,ken,"642-58-4131",,"1455 91ST AVE NE APT 12",MINNEAPOLIS,MINNESOTA,ken.robaina@gmail.com,ken.robaina@gmail.com,"1","763-780-4712",(763) 780-4712,Minnesota,HIGH,CUSTOMER,,2025-03-11 17:14:20.020,"1455 91st Avenue Ne Apt 12",Minneapolis,MN,"55449",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE
CRM,"1395755",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,656,,,NOT_CONFIRMED,,,true,835,68,AVG_TRANS_MATCH_SCORE,4,10305,,,Kenneth,Robaina,KN0,RBN,kenneth,robaina,ken,,1972-04-04,"1456 91ST AVE NE #12",MINNEAPOLIS,MINNESOTA,ken.robaina@gmail.com,ken.robaina@gmail.com,"1",(763) 780-4712,(763) 780-4712,Minnesota,HIGH,CUSTOMER,,2025-03-11 17:14:20.026,"1456 91st Avenue Ne #12",Minneapolis,MN,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE
CRM,"1392506",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,661,,,NOT_CONFIRMED,,,true,836,78,AVG_TRANS_MATCH_SCORE,2,10307,,,LaTonia,Williams,LTN,WLMS,latonia,williams,latonia,"731-32-6965",1991-03-09,"7600 OLDE EIGHT RD",HUDSON,OHIO,latonia.williams@yahoo.com,latonia.williams@yahoo.com,"1","330-656-1030",(330) 656-1030,"Hudson, OH",HIGH,CUSTOMER,,2025-03-11 17:14:20.044,"7600 Olde Eight Rd",Hudson,OH,"44236",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE
CRM,"1393125",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,663,,,NOT_CONFIRMED,,,true,837,68,AVG_TRANS_MATCH_SCORE,2,10310,,,Jude,Warstler,JT,WRST,jude,warstler,jude,,1986-09-30,"205 MADISON AVE",SCRANTON,PENNSYLVANIA,jude@warstler.com,jude@warstler.com,"0","570-346-7206",(570) 346-7206,"Scranton, PA",,PROSPECT,,2025-03-11 17:14:19.943,"205 Madison Ave",Scranton,PA,"18503",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE
CRM,"1391914",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,657,,,NOT_CONFIRMED,,,,,,,,10416,,,Thanh,Spark,"0N",SPRK,thanh,spark,thanh,"771-74-9982",1991-05-15,"1800 IDS CTR",MINNEAPOLIS,MINNESOTA,thanh@spark.com,thanh@spark.com,"1","612-339-5614",(612) 339-5614,"Minneapolis, MN",NORMAL,CUSTOMER,,2025-03-11 17:14:20.594,"1800 Ids Ctr",Minneapolis,MN,"55402",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE
CRM,"1392184",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,658,,,NOT_CONFIRMED,,,,,,,,10417,,,Clare,Poitier,KLR,PTR,clare,poitier,clara,"422-95-5398",1969-07-16,"28500 GREEN OAK DR",ROSEVILLE,MICHIGAN,clair@poitier.com,clair@poitier.com,"1","586-296-0808",(586) 296-0808,Michigan,,PROSPECT,,2025-03-11 17:14:19.513,"28500 Green Oak Dr",Roseville,MI,"48066",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE
CRM,"1399801",Person,86,2025-03-11 17:14:24.247,2025-03-11 17:20:13.194,semadmin,semadmin,NONE,860,,,NOT_CONFIRMED,,,,,,,,10425,10425,,Jill,Clark,JL,KLRK,jill,clark,jill,"442-85-5714",1979-11-13,"44 GALLOWAY RD",WARWICK,NEW YORK,jill@guzzetta.com,jill@guzzetta.com,"1","986-1216","986-1216",,NORMAL,CUSTOMER,,2025-03-11 17:18:03.945,"44 Galloway Rd",Warwick,NY,"10990",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE
CRM,"1406729",Person,86,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,861,,,NOT_CONFIRMED,,,false,,,,,10278,10278,,angelica,aldaba,ANJL,ALTB,angelica,aldaba,angelica,"992-13-6271",1986-11-23,"1427 NW DAVIS ST",PORTLAND,OREGON,angelia@aldaba.com,angelia@aldaba.com,"1","503.228.3027",(503) 228-3027,"Portland, OR",NORMAL,CUSTOMER,,2025-03-11 17:14:19.330,"1427 Nw Davis St",Portland,OR,"67206",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE
CRM,"1399446",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,630,,,NOT_CONFIRMED,,,true,828,78,AVG_TRANS_MATCH_SCORE,2,10290,,,Sara,Johnson,SR,JNSN,sara,johnson,sara,"237-24-5099",1994-02-28,"90 MITCHELL BLVD #201",SAN RAFAEL,CALIFORNIA,saraj@yahoo.com,saraj@yahoo.com,"1","415-472-3289",(415) 472-3289,"San Rafael, CA",NORMAL,CUSTOMER,,2025-03-11 17:14:20.448,"90 Mitchell Blvd #201",San Rafael,CA,"94903",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE
